Pking_Entrez_geneID	Pking_gene_name	Pking_gene_symbol	type_of_gene
111843401	guanine nucleotide-binding protein G(i) subunit alpha-1	LOC111843401	protein-coding
111843405	nucleosome assembly protein 1-like 1	LOC111843405	protein-coding
111843406	uncharacterized LOC111843406	LOC111843406	ncRNA
111843408	liprin-alpha-2-like	LOC111843408	protein-coding
111843409	uncharacterized LOC111843409	LOC111843409	ncRNA
111843410	uncharacterized LOC111843410	LOC111843410	protein-coding
111843411	glioma pathogenesis-related protein 1-like	LOC111843411	protein-coding
111843412	oxysterol-binding protein-related protein 8-like	LOC111843412	protein-coding
111843413	palmitoyltransferase ZDHHC17-like	LOC111843413	protein-coding
111843414	cysteine and glycine-rich protein 2-like	LOC111843414	protein-coding
111843415	membrane-associated guanylate kinase, WW and PDZ domain-containing protein 2-like	LOC111843415	protein-coding
111843416	cystine/glutamate transporter-like	LOC111843416	protein-coding
111843417	phosphatidylinositol phosphatase PTPRQ-like	LOC111843417	protein-coding
111843418	myogenic factor 6-like	LOC111843418	protein-coding
111843420	protein lin-7 homolog A-like	LOC111843420	protein-coding
111843421	uncharacterized LOC111843421	LOC111843421	ncRNA
111843423	putative Dol-P-Glc:Glc(2)Man(9)GlcNAc(2)-PP-Dol alpha-1,2-glucosyltransferase	LOC111843423	protein-coding
111843424	potassium voltage-gated channel subfamily C member 2-like	LOC111843424	protein-coding
111843425	uncharacterized LOC111843425	LOC111843425	ncRNA
111843426	GTPase IMAP family member 7-like	LOC111843426	protein-coding
111843427	uncharacterized LOC111843427	LOC111843427	ncRNA
111843428	uncharacterized LOC111843428	LOC111843428	protein-coding
111843429	uncharacterized LOC111843429	LOC111843429	ncRNA
111843432	uncharacterized LOC111843432	LOC111843432	protein-coding
111843433	interferon-induced protein 44-like	LOC111843433	protein-coding
111843434	ribonuclease inhibitor-like	LOC111843434	protein-coding
111843435	stonustoxin subunit beta-like	LOC111843435	protein-coding
111843436	ankyrin repeat and SOCS box protein 2-like	LOC111843436	protein-coding
111843438	up-regulator of cell proliferation-like	LOC111843438	protein-coding
111843439	uncharacterized LOC111843439	LOC111843439	ncRNA
111843440	uncharacterized LOC111843440	LOC111843440	ncRNA
111843441	uncharacterized LOC111843441	LOC111843441	ncRNA
111843442	BMP/retinoic acid-inducible neural-specific protein 1-like	LOC111843442	protein-coding
111843443	uncharacterized LOC111843443	LOC111843443	ncRNA
111843445	general transcription factor 3C polypeptide 4-like	LOC111843445	protein-coding
111843447	myosin light chain 4-like	LOC111843447	protein-coding
111843448	gelsolin-like	LOC111843448	protein-coding
111843449	erythrocyte band 7 integral membrane protein-like	LOC111843449	protein-coding
111843451	barH-like 1 homeobox protein	LOC111843451	protein-coding
111843453	dynamin-1-like	LOC111843453	protein-coding
111843454	78 kDa glucose-regulated protein-like	LOC111843454	protein-coding
111843457	zinc finger protein 618-like	LOC111843457	protein-coding
111843458	astrotactin-2-like	LOC111843458	protein-coding
111843461	regulator of G-protein signaling 3-like	LOC111843461	protein-coding
111843462	uncharacterized LOC111843462	LOC111843462	ncRNA
111843463	regulator of G-protein signaling 3-like	LOC111843463	protein-coding
111843464	cell wall protein DAN4-like	LOC111843464	protein-coding
111843465	cip1-interacting zinc finger protein-like	LOC111843465	protein-coding
111843466	uncharacterized LOC111843466	LOC111843466	ncRNA
111843469	uncharacterized LOC111843469	LOC111843469	protein-coding
111843472	uncharacterized LOC111843472	LOC111843472	ncRNA
111843473	G-protein-signaling modulator 1-like	LOC111843473	protein-coding
111843474	tyrosine-protein kinase ABL1-like	LOC111843474	protein-coding
111843475	ras-related protein Rab-14-like	LOC111843475	protein-coding
111843477	uncharacterized LOC111843477	LOC111843477	ncRNA
111843478	pappalysin-1-like	LOC111843478	protein-coding
111843479	erythrocyte band 7 integral membrane protein-like	LOC111843479	protein-coding
111843480	uncharacterized LOC111843480	LOC111843480	ncRNA
111843482	BMP/retinoic acid-inducible neural-specific protein 1-like	LOC111843482	protein-coding
111843483	uncharacterized LOC111843483	LOC111843483	ncRNA
111843486	uncharacterized LOC111843486	LOC111843486	ncRNA
111843487	surfeit locus protein 4	LOC111843487	protein-coding
111843488	scavenger receptor cysteine-rich type 1 protein M130-like	LOC111843488	protein-coding
111843489	uncharacterized LOC111843489	LOC111843489	ncRNA
111843490	mucin-5AC-like	LOC111843490	protein-coding
111843491	intestinal mucin-like protein	LOC111843491	protein-coding
111843492	uncharacterized LOC111843492	LOC111843492	ncRNA
111843493	uncharacterized LOC111843493	LOC111843493	ncRNA
111843494	NACHT, LRR and PYD domains-containing protein 12-like	LOC111843494	protein-coding
111843495	uncharacterized LOC111843495	LOC111843495	ncRNA
111843496	sterile alpha motif domain-containing protein 3-like	LOC111843496	protein-coding
111843497	uncharacterized LOC111843497	LOC111843497	ncRNA
111843498	CCAAT/enhancer-binding protein gamma-like	LOC111843498	protein-coding
111843499	FERM domain-containing protein 5-like	LOC111843499	protein-coding
111843504	annexin A2-B-like	LOC111843504	protein-coding
111843506	asc-type amino acid transporter 1-like	LOC111843506	protein-coding
111843507	CCAAT/enhancer-binding protein alpha-like	LOC111843507	protein-coding
111843516	E3 ubiquitin-protein ligase RNF182-like	LOC111843516	protein-coding
111843520	uncharacterized LOC111843520	LOC111843520	ncRNA
111843522	nuclear factor of activated T-cells, cytoplasmic 3-like	LOC111843522	protein-coding
111843524	OTU domain-containing protein 7A-like	LOC111843524	protein-coding
111843527	E3 ubiquitin-protein ligase arih1-like	LOC111843527	protein-coding
111843529	uncharacterized LOC111843529	LOC111843529	protein-coding
111843530	dnaJ homolog subfamily A member 4-like	LOC111843530	protein-coding
111843532	circadian-associated transcriptional repressor-like	LOC111843532	protein-coding
111843533	Krueppel-like factor 13	LOC111843533	protein-coding
111843536	boophilin-H2-like	LOC111843536	protein-coding
111843537	ras-related protein Rab-11A-like	LOC111843537	protein-coding
111843538	calcium and integrin-binding family member 2-like	LOC111843538	protein-coding
111843540	coiled-coil domain-containing protein 127-like	LOC111843540	protein-coding
111843541	40S ribosomal protein S27-like	LOC111843541	protein-coding
111843542	uncharacterized LOC111843542	LOC111843542	ncRNA
111843543	uncharacterized LOC111843543	LOC111843543	ncRNA
111843545	FH1/FH2 domain-containing protein 1-like	LOC111843545	protein-coding
111843546	semaphorin-7A-like	LOC111843546	protein-coding
111843547	chymotrypsin A-like	LOC111843547	protein-coding
111843548	interferon regulatory factor 8-like	LOC111843548	protein-coding
111843550	mucosa-associated lymphoid tissue lymphoma translocation protein 1-like	LOC111843550	protein-coding
111843551	beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase 3-like	LOC111843551	protein-coding
111843552	nuclear receptor ROR-alpha-like	LOC111843552	protein-coding
111843554	coiled-coil domain-containing protein 127-like	LOC111843554	protein-coding
111843555	uncharacterized LOC111843555	LOC111843555	ncRNA
111843556	corticosteroid 11-beta-dehydrogenase isozyme 2-like	LOC111843556	protein-coding
111843557	C2 calcium-dependent domain-containing protein 4C-like	LOC111843557	protein-coding
111843559	b(0,+)-type amino acid transporter 1-like	LOC111843559	protein-coding
111843560	uncharacterized LOC111843560	LOC111843560	ncRNA
111843561	uncharacterized LOC111843561	LOC111843561	ncRNA
111843562	uncharacterized LOC111843562	LOC111843562	ncRNA
111843563	forkhead box protein B1-like	LOC111843563	protein-coding
111843564	transmembrane emp24 domain-containing protein 6-like	LOC111843564	protein-coding
111843565	uncharacterized LOC111843565	LOC111843565	ncRNA
111843566	forkhead box protein F1-like	LOC111843566	protein-coding
111843567	dysbindin domain-containing protein 1-like	LOC111843567	protein-coding
111843568	uncharacterized LOC111843568	LOC111843568	ncRNA
111843573	C-C chemokine receptor type 5-like	LOC111843573	protein-coding
111843574	tubulin beta-3 chain-like	LOC111843574	protein-coding
111843575	proline-serine-threonine phosphatase-interacting protein 1-like	LOC111843575	protein-coding
111843576	tetraspanin-3-like	LOC111843576	protein-coding
111843577	ras-specific guanine nucleotide-releasing factor 1	LOC111843577	protein-coding
111843578	tropomyosin alpha-1 chain	LOC111843578	protein-coding
111843579	proprotein convertase subtilisin/kexin type 5-like	LOC111843579	protein-coding
111843580	small Cajal body-specific RNA 14	LOC111843580	ncRNA
111843585	proteinase-activated receptor 4-like	LOC111843585	protein-coding
111843586	uncharacterized LOC111843586	LOC111843586	ncRNA
111843587	proteinase-activated receptor 4-like	LOC111843587	protein-coding
111843589	uncharacterized LOC111843589	LOC111843589	ncRNA
111843590	pyrin-like	LOC111843590	protein-coding
111843591	tripartite motif-containing protein 16-like protein	LOC111843591	protein-coding
111843592	E3 ubiquitin/ISG15 ligase TRIM25-like	LOC111843592	protein-coding
111843596	glutamate receptor-interacting protein 2-like	LOC111843596	protein-coding
111843599	uncharacterized LOC111843599	LOC111843599	ncRNA
111843600	DDB1- and CUL4-associated factor 1-like	LOC111843600	protein-coding
111843601	semaphorin-3D-like	LOC111843601	protein-coding
111843602	poly(rC)-binding protein 4-like	LOC111843602	protein-coding
111843603	uncharacterized LOC111843603	LOC111843603	ncRNA
111843604	uncharacterized LOC111843604	LOC111843604	ncRNA
111843605	uncharacterized LOC111843605	LOC111843605	ncRNA
111843609	cullin-associated NEDD8-dissociated protein 1-like	LOC111843609	protein-coding
111843616	protein SSUH2 homolog	LOC111843616	protein-coding
111843617	protein SSUH2 homolog	LOC111843617	protein-coding
111843618	14-3-3 protein beta/alpha-1	LOC111843618	protein-coding
111843620	uncharacterized LOC111843620	LOC111843620	ncRNA
111843623	actin-binding Rho-activating protein-like	LOC111843623	protein-coding
111843625	uncharacterized LOC111843625	LOC111843625	ncRNA
111843626	WNT1-inducible-signaling pathway protein 2-like	LOC111843626	protein-coding
111843627	metabotropic glutamate receptor 7-like	LOC111843627	protein-coding
111843628	sterile alpha motif domain-containing protein 3-like	LOC111843628	protein-coding
111843629	protein SSUH2 homolog	LOC111843629	protein-coding
111843630	classical arabinogalactan protein 9-like	LOC111843630	protein-coding
111843632	angiopoietin-1-like	LOC111843632	protein-coding
111843633	mitochondrial import receptor subunit TOM34-like	LOC111843633	protein-coding
111843634	neurocalcin-delta	LOC111843634	protein-coding
111843636	uncharacterized LOC111843636	LOC111843636	ncRNA
111843638	uncharacterized LOC111843638	LOC111843638	protein-coding
111843639	NACHT, LRR and PYD domains-containing protein 12-like	LOC111843639	protein-coding
111843641	uncharacterized LOC111843641	LOC111843641	ncRNA
111843642	inosine-uridine preferring nucleoside hydrolase-like	LOC111843642	protein-coding
111843643	cytochrome c oxidase assembly factor 5	LOC111843643	protein-coding
111843646	tumor necrosis factor ligand superfamily member 13B-like	LOC111843646	protein-coding
111843647	unconventional myosin-XVI-like	LOC111843647	protein-coding
111843648	importin subunit alpha-4	LOC111843648	protein-coding
111843650	SPRY domain-containing protein 7-like	LOC111843650	protein-coding
111843651	uncharacterized LOC111843651	LOC111843651	ncRNA
111843652	B- and T-lymphocyte attenuator-like	LOC111843652	protein-coding
111843653	beta-galactoside alpha-2,6-sialyltransferase 2-like	LOC111843653	protein-coding
111843654	opsin-3-like	LOC111843654	protein-coding
111843655	transcription factor Sox-1a-like	LOC111843655	protein-coding
111843657	sodium/hydrogen exchanger 2-like	LOC111843657	protein-coding
111843658	interleukin-1 receptor accessory protein-like 1	LOC111843658	protein-coding
111843660	POU domain, class 3, transcription factor 3-B-like	LOC111843660	protein-coding
111843662	uncharacterized LOC111843662	LOC111843662	ncRNA
111843663	collagen alpha-1(IV) chain-like	LOC111843663	protein-coding
111843664	type I inositol 3,4-bisphosphate 4-phosphatase-like	LOC111843664	protein-coding
111843665	uncharacterized LOC111843665	LOC111843665	ncRNA
111843666	probable phospholipid-transporting ATPase IH	LOC111843666	protein-coding
111843667	insulin receptor substrate 2-like	LOC111843667	protein-coding
111843668	keratinocyte differentiation factor 1-like	LOC111843668	protein-coding
111843669	cytoplasmic protein NCK2-like	LOC111843669	protein-coding
111843670	augurin-A-like	LOC111843670	protein-coding
111843672	alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase A-like	LOC111843672	protein-coding
111843676	calcium-binding protein 39-like	LOC111843676	protein-coding
111843677	serine/threonine-protein kinase SIK2-like	LOC111843677	protein-coding
111843678	rho guanine nucleotide exchange factor 7-like	LOC111843678	protein-coding
111843679	uncharacterized LOC111843679	LOC111843679	ncRNA
111843681	nuclear receptor subfamily 0 group B member 1-like	LOC111843681	protein-coding
111843682	guanine nucleotide exchange factor DBS-like	LOC111843682	protein-coding
111843683	cystathionine beta-synthase-like	LOC111843683	protein-coding
111843684	alpha-crystallin A chain-like	LOC111843684	protein-coding
111843686	uncharacterized LOC111843686	LOC111843686	ncRNA
111843687	uncharacterized LOC111843687	LOC111843687	ncRNA
111843688	RCC1 and BTB domain-containing protein 1-like	LOC111843688	protein-coding
111843689	cholecystokinin receptor-like	LOC111843689	protein-coding
111843693	uncharacterized LOC111843693	LOC111843693	protein-coding
111843694	uncharacterized LOC111843694	LOC111843694	protein-coding
111843695	melanocortin receptor 5-like	LOC111843695	protein-coding
111843697	NLR family CARD domain-containing protein 3-like	LOC111843697	protein-coding
111843699	CD209 antigen-like protein B	LOC111843699	protein-coding
111843700	uncharacterized LOC111843700	LOC111843700	ncRNA
111843701	uncharacterized LOC111843701	LOC111843701	protein-coding
111843702	vegetative cell wall protein gp1-like	LOC111843702	protein-coding
111843703	uncharacterized LOC111843703	LOC111843703	protein-coding
111843706	caltractin-like	LOC111843706	protein-coding
111843707	uncharacterized LOC111843707	LOC111843707	protein-coding
111843709	uncharacterized LOC111843709	LOC111843709	ncRNA
111843711	uncharacterized LOC111843711	LOC111843711	protein-coding
111843712	uncharacterized LOC111843712	LOC111843712	ncRNA
111843713	centromere protein F-like	LOC111843713	protein-coding
