rev1	XM_023790310.1
LOC111838400	XM_023801336.1
LOC111838379	XM_023801337.1
LOC111838400	XM_023801338.1
LOC111838401	XM_023801339.1
LOC111838401	XM_023801340.1
LOC111838401	XM_023801341.1
LOC111838401	XM_023801342.1
lmna	XM_023801343.1
lmna	XM_023801344.1
LOC111838403	XM_023801345.1
klf5	XM_023801346.1
adam15	XM_023801347.1
adam15	XM_023801348.1
adam15	XM_023801349.1
adam15	XM_023801350.1
LOC111838404	XM_023801351.1
adam15	XM_023801352.1
adam15	XM_023801353.1
LOC111838407	XM_023801354.1
creb3l4	XM_023801355.1
creb3l4	XM_023801356.1
creb3l4	XM_023801357.1
creb3l4	XM_023801358.1
creb3l4	XM_023801359.1
creb3l4	XM_023801360.1
jtb	XM_023801361.1
jtb	XM_023801362.1
LOC111838409	XM_023801363.1
LOC111838412	XM_023801364.1
LOC111838413	XM_023801365.1
LOC111838413	XM_023801366.1
LOC111838413	XM_023801367.1
LOC111838414	XM_023801368.1
LOC111838414	XM_023801369.1
LOC111838414	XM_023801370.1
LOC111838414	XM_023801371.1
LOC111838414	XM_023801372.1
pex11b	XM_023801373.1
rit1	XM_023801374.1
ilf2	XM_023801375.1
LOC111838415	XM_023801376.1
LOC111838419	XM_023801377.1
LOC111838420	XM_023801378.1
LOC111838420	XM_023801379.1
LOC111838420	XM_023801380.1
LOC111838420	XM_023801381.1
LOC111838421	XM_023801382.1
LOC111838421	XM_023801383.1
LOC111838422	XM_023801384.1
LOC111838422	XM_023801385.1
LOC111838415	XM_023801386.1
LOC111838422	XM_023801387.1
LOC111838422	XM_023801388.1
cct3	XM_023801389.1
glmp	XM_023801390.1
LOC111838425	XM_023801391.1
LOC111838425	XM_023801392.1
LOC111838425	XM_023801393.1
LOC111838425	XM_023801394.1
LOC111838415	XM_023801395.1
LOC111838425	XM_023801396.1
LOC111838426	XM_023801397.1
LOC111838426	XM_023801398.1
LOC111838426	XM_023801399.1
LOC111838426	XM_023801400.1
LOC111838426	XM_023801401.1
LOC111838426	XM_023801402.1
LOC111838426	XM_023801403.1
LOC111838426	XM_023801404.1
LOC111838426	XM_023801405.1
LOC111838415	XM_023801406.1
pmvk	XM_023801407.1
pmvk	XM_023801408.1
pogz	XM_023801409.1
pogz	XM_023801410.1
pogz	XM_023801411.1
npr1	XM_023801412.1
LOC111838431	XM_023801413.1
LOC111838433	XM_023801414.1
LOC111838434	XM_023801415.1
LOC111838434	XM_023801416.1
LOC111838432	XM_023801417.1
LOC111838435	XM_023801418.1
vps45	XM_023801419.1
hjv	XM_023801420.1
hjv	XM_023801421.1
LOC111838438	XM_023801422.1
rrnad1	XM_023801423.1
rrnad1	XM_023801424.1
isg20l2	XM_023801425.1
LOC111838432	XM_023801426.1
isg20l2	XM_023801427.1
LOC111838441	XM_023801428.1
LOC111838442	XM_023801429.1
LOC111838442	XM_023801430.1
LOC111838442	XM_023801431.1
LOC111838443	XM_023801432.1
LOC111838443	XM_023801433.1
LOC111838443	XM_023801434.1
LOC111838432	XM_023801435.1
LOC111838443	XM_023801436.1
LOC111838443	XM_023801437.1
LOC111838443	XM_023801438.1
LOC111838443	XM_023801439.1
LOC111838445	XM_023801440.1
LOC111838445	XM_023801441.1
LOC111838445	XM_023801442.1
LOC111838445	XM_023801443.1
LOC111838445	XM_023801444.1
riiad1	XM_023801445.1
gins4	XM_023801446.1
LOC111838449	XM_023801447.1
LOC111838449	XM_023801448.1
LOC111838449	XM_023801449.1
LOC111838449	XM_023801450.1
LOC111838449	XM_023801451.1
LOC111838449	XM_023801452.1
LOC111838449	XM_023801453.1
LOC111838449	XM_023801454.1
LOC111838450	XM_023801455.1
LOC111838452	XM_023801456.1
LOC111838452	XM_023801457.1
LOC111838452	XM_023801458.1
LOC111838452	XM_023801459.1
LOC111838451	XM_023801460.1
LOC111838452	XM_023801461.1
LOC111838452	XM_023801462.1
LOC111838452	XM_023801463.1
LOC111838453	XM_023801464.1
LOC111838453	XM_023801465.1
LOC111838453	XM_023801466.1
LOC111838455	XM_023801467.1
LOC111838456	XM_023801468.1
muc1	XM_023801469.1
LOC111838459	XM_023801470.1
LOC111838457	XM_023801471.1
thbs3	XM_023801472.1
thbs3	XM_023801473.1
LOC111838464	XM_023801474.1
asmtl	XM_023801475.1
LOC111838464	XM_023801476.1
LOC111838464	XM_023801477.1
LOC111838464	XM_023801478.1
LOC111838464	XM_023801479.1
LOC111838465	XM_023801480.1
LOC111838467	XM_023801481.1
LOC111838467	XM_023801482.1
LOC111838468	XM_023801483.1
LOC111838466	XM_023801484.1
LOC111838468	XM_023801485.1
LOC111838468	XM_023801486.1
selenbp1	XM_023801487.1
LOC111838470	XM_023801488.1
LOC111838470	XM_023801489.1
ttc24	XM_023801490.1
ttc24	XM_023801491.1
LOC111838472	XM_023801492.1
LOC111838466	XM_023801493.1
LOC111838473	XM_023801494.1
ints3	XM_023801495.1
ints3	XM_023801496.1
LOC111838475	XM_023801497.1
LOC111838476	XM_023801498.1
dnase2	XM_023801499.1
dnase2	XM_023801500.1
LOC111838478	XM_023801501.1
LOC111838478	XM_023801502.1
LOC111838478	XM_023801503.1
LOC111838478	XM_023801504.1
LOC111838478	XM_023801505.1
LOC111838479	XM_023801506.1
LOC111838478	XM_023801507.1
LOC111838478	XM_023801508.1
LOC111838478	XM_023801509.1
LOC111838478	XM_023801510.1
LOC111838478	XM_023801511.1
smg5	XM_023801512.1
smg5	XM_023801513.1
LOC111838479	XM_023801514.1
LOC111838481	XM_023801515.1
LOC111838482	XM_023801516.1
txnip	XM_023801517.1
polr3gl	XM_023801518.1
polr3gl	XM_023801519.1
polr3gl	XM_023801520.1
polr3gl	XM_023801521.1
polr3gl	XM_023801522.1
LOC111838479	XM_023801523.1
LOC111838485	XM_023801524.1
LOC111838486	XM_023801525.1
LOC111838486	XM_023801526.1
LOC111838486	XM_023801527.1
LOC111838486	XM_023801528.1
ccdc86	XM_023801529.1
ccdc86	XM_023801530.1
patl1	XM_023801531.1
LOC111838492	XM_023801532.1
LOC111838492	XM_023801533.1
LOC111838492	XM_023801534.1
LOC111838490	XM_023801535.1
LOC111838492	XM_023801536.1
LOC111838493	XM_023801537.1
LOC111838493	XM_023801538.1
LOC111838494	XM_023801539.1
LOC111838494	XM_023801540.1
LOC111838495	XM_023801541.1
LOC111838496	XM_023801542.1
LOC111838496	XM_023801543.1
LOC111838490	XM_023801544.1
LOC111838496	XM_023801545.1
LOC111838496	XM_023801546.1
osbp	XM_023801547.1
LOC111838490	XM_023801548.1
LOC111838500	XM_023801549.1
LOC111838501	XM_023801550.1
LOC111838504	XM_023801551.1
LOC111838505	XM_023801552.1
LOC111838510	XM_023801553.1
LOC111838510	XM_023801554.1
LOC111838508	XM_023801555.1
LOC111838511	XM_023801556.1
LOC111838512	XM_023801557.1
LOC111838513	XM_023801558.1
LOC111838513	XM_023801559.1
LOC111838513	XM_023801560.1
LOC111838513	XM_023801561.1
ttll1	XM_023801562.1
ttll1	XM_023801563.1
LOC111838508	XM_023801564.1
LOC111838515	XM_023801565.1
LOC111838515	XM_023801566.1
LOC111838515	XM_023801567.1
LOC111838515	XM_023801568.1
LOC111838515	XM_023801569.1
LOC111838515	XM_023801570.1
LOC111838515	XM_023801571.1
LOC111838515	XM_023801572.1
ckap4	XM_023801573.1
LOC111838518	XM_023801574.1
LOC111838518	XM_023801575.1
LOC111838518	XM_023801576.1
LOC111838518	XM_023801577.1
bin3	XM_023801578.1
LOC111838518	XM_023801579.1
LOC111838518	XM_023801580.1
LOC111838518	XM_023801581.1
LOC111838519	XM_023801582.1
LOC111838519	XM_023801583.1
nf1	XM_023801584.1
LOC111838522	XM_023801585.1
omg	XM_023801586.1
LOC111838525	XM_023801587.1
akap1	XM_023801588.1
akap1	XM_023801589.1
LOC111838524	XM_023801590.1
nfkbil1	XM_023801591.1
nfkbil1	XM_023801592.1
nfkbil1	XM_023801593.1
LOC111838528	XM_023801594.1
LOC111838507	XM_023801595.1
LOC111838529	XM_023801596.1
LOC111838529	XM_023801597.1
LOC111838530	XM_023801598.1
LOC111838533	XM_023801599.1
LOC111838534	XM_023801600.1
LOC111838534	XM_023801601.1
LOC111838532	XM_023801602.1
LOC111838536	XM_023801603.1
LOC111838537	XM_023801604.1
LOC111838538	XM_023801605.1
LOC111838538	XM_023801606.1
LOC111838538	XM_023801607.1
noc4l	XM_023801608.1
LOC111838540	XM_023801609.1
LOC111838540	XM_023801610.1
LOC111838540	XM_023801611.1
LOC111838542	XM_023801612.1
LOC111838542	XM_023801613.1
LOC111838545	XM_023801614.1
LOC111838546	XM_023801615.1
LOC111838546	XM_023801616.1
LOC111838546	XM_023801617.1
LOC111838544	XM_023801618.1
LOC111838546	XM_023801619.1
LOC111838546	XM_023801620.1
LOC111838546	XM_023801621.1
LOC111838546	XM_023801622.1
LOC111838546	XM_023801623.1
LOC111838546	XM_023801624.1
LOC111838546	XM_023801625.1
LOC111838546	XM_023801626.1
LOC111838546	XM_023801627.1
LOC111838546	XM_023801628.1
LOC111838544	XM_023801629.1
LOC111838546	XM_023801630.1
LOC111838546	XM_023801631.1
LOC111838546	XM_023801632.1
LOC111838547	XM_023801633.1
pjvk	XM_023801634.1
pjvk	XM_023801635.1
LOC111838544	XM_023801636.1
LOC111838551	XM_023801637.1
LOC111838551	XM_023801638.1
LOC111838552	XM_023801639.1
LOC111838553	XM_023801640.1
LOC111838553	XM_023801641.1
LOC111838554	XM_023801642.1
LOC111838544	XM_023801643.1
LOC111838555	XM_023801644.1
LOC111838555	XM_023801645.1
LOC111838555	XM_023801646.1
LOC111838556	XM_023801647.1
LOC111838556	XM_023801648.1
LOC111838556	XM_023801649.1
tmem209	XM_023801650.1
tmem209	XM_023801651.1
tmem209	XM_023801652.1
tmem209	XM_023801653.1
nrf1	XM_023801654.1
nrf1	XM_023801655.1
nrf1	XM_023801656.1
LOC111838558	XM_023801657.1
nrf1	XM_023801658.1
nrf1	XM_023801659.1
nrf1	XM_023801660.1
smkr1	XM_023801661.1
nckap1	XM_023801662.1
nckap1	XM_023801663.1
nckap1	XM_023801664.1
nckap1	XM_023801665.1
LOC111838558	XM_023801666.1
dusp19	XM_023801667.1
LOC111838563	XM_023801668.1
LOC111838563	XM_023801669.1
LOC111838565	XM_023801670.1
LOC111838566	XM_023801671.1
cdca7	XM_023801672.1
LOC111838568	XM_023801673.1
csrnp3	XM_023801674.1
LOC111838558	XM_023801675.1
LOC111838570	XM_023801676.1
ppp1r1c	XM_023801677.1
ppp1r1c	XM_023801678.1
ppp1r1c	XM_023801679.1
ppp1r1c	XM_023801680.1
inha	XM_023801681.1
osbpl6	XM_023801682.1
osbpl6	XM_023801683.1
LOC111838558	XM_023801684.1
osbpl6	XM_023801685.1
osbpl6	XM_023801686.1
osbpl6	XM_023801687.1
osbpl6	XM_023801688.1
osbpl6	XM_023801689.1
prkra	XM_023801690.1
igfbp5	XM_023801691.1
LOC111838558	XM_023801692.1
itga4	XM_023801693.1
itga4	XM_023801694.1
cerkl	XM_023801695.1
cerkl	XM_023801696.1
cerkl	XM_023801697.1
cerkl	XM_023801698.1
neurod1	XM_023801699.1
pde11a	XM_023801700.1
LOC111838558	XM_023801701.1
LOC111838581	XM_023801702.1
LOC111838581	XM_023801703.1
LOC111838581	XM_023801704.1
LOC111838581	XM_023801705.1
nfe2l2	XM_023801706.1
nfe2l2	XM_023801707.1
nfe2l2	XM_023801708.1
nfe2l2	XM_023801709.1
nfe2l2	XM_023801710.1
nfe2l2	XM_023801711.1
LOC111838558	XM_023801712.1
nfe2l2	XM_023801713.1
hnrnpa3	XM_023801714.1
hnrnpa3	XM_023801715.1
hnrnpa3	XM_023801716.1
hnrnpa3	XM_023801717.1
hnrnpa3	XM_023801718.1
LOC111838585	XM_023801719.1
enox1	XM_023801720.1
LOC111838586	XM_023801721.1
itgav	XM_023801722.1
itgav	XM_023801723.1
itgav	XM_023801724.1
LOC111838587	XM_023801725.1
LOC111838589	XM_023801726.1
LOC111838589	XM_023801727.1
LOC111838589	XM_023801728.1
LOC111838589	XM_023801729.1
LOC111838589	XM_023801730.1
LOC111838589	XM_023801731.1
LOC111838589	XM_023801732.1
ssfa2	XM_023801733.1
hoxd3	XM_023801734.1
hoxd3	XM_023801735.1
hoxd3	XM_023801736.1
cwc22	XM_023801737.1
znf385b	XM_023801738.1
mboat4	XM_023801739.1
znf385b	XM_023801740.1
znf385b	XM_023801741.1
znf385b	XM_023801742.1
znf385b	XM_023801743.1
znf385b	XM_023801744.1
znf385b	XM_023801745.1
gpr155	XM_023801746.1
gpr155	XM_023801747.1
gpr155	XM_023801748.1
gpr155	XM_023801749.1
sestd1	XM_023801750.1
sestd1	XM_023801751.1
sestd1	XM_023801752.1
sestd1	XM_023801753.1
sestd1	XM_023801754.1
lnpk	XM_023801755.1
lnpk	XM_023801756.1
lnpk	XM_023801757.1
lnpk	XM_023801758.1
lnpk	XM_023801759.1
lnpk	XM_023801760.1
lnpk	XM_023801761.1
ube2e3	XM_023801762.1
ube2e3	XM_023801763.1
hoxd10	XM_023801764.1
LOC111838600	XM_023801765.1
LOC111838603	XM_023801766.1
LOC111838603	XM_023801767.1
hoxd12	XM_023801768.1
LOC111838605	XM_023801769.1
LOC111838606	XM_023801770.1
LOC111838606	XM_023801771.1
LOC111838606	XM_023801772.1
LOC111838606	XM_023801773.1
LOC111838607	XM_023801774.1
LOC111838607	XM_023801775.1
LOC111838607	XM_023801776.1
LOC111838607	XM_023801777.1
LOC111838607	XM_023801778.1
LOC111838608	XM_023801779.1
nup35	XM_023801780.1
LOC111838610	XM_023801781.1
LOC111838612	XM_023801782.1
LOC111838613	XM_023801783.1
LOC111838613	XM_023801784.1
LOC111838613	XM_023801785.1
LOC111838613	XM_023801786.1
LOC111838613	XM_023801787.1
LOC111838613	XM_023801788.1
LOC111838613	XM_023801789.1
LOC111838613	XM_023801790.1
bmp1	XM_023801791.1
LOC111838613	XM_023801792.1
LOC111838613	XM_023801793.1
LOC111838615	XM_023801794.1
LOC111838615	XM_023801795.1
LOC111838615	XM_023801796.1
LOC111838616	XM_023801797.1
LOC111838616	XM_023801798.1
LOC111838616	XM_023801799.1
LOC111838616	XM_023801800.1
LOC111838616	XM_023801801.1
col18a1	XM_023801802.1
col18a1	XM_023801803.1
col18a1	XM_023801804.1
LOC111838617	XM_023801805.1
LOC111838619	XM_023801806.1
LOC111838619	XM_023801807.1
fam171b	XM_023801808.1
enox1	XM_023801809.1
LOC111838621	XM_023801810.1
LOC111838621	XM_023801811.1
LOC111838621	XM_023801812.1
calcrl	XM_023801813.1
calcrl	XM_023801814.1
LOC111838617	XM_023801815.1
calcrl	XM_023801816.1
gulp1	XM_023801817.1
gulp1	XM_023801818.1
gulp1	XM_023801819.1
gulp1	XM_023801820.1
gulp1	XM_023801821.1
gulp1	XM_023801822.1
gulp1	XM_023801823.1
LOC111838624	XM_023801824.1
LOC111838617	XM_023801825.1
LOC111838624	XM_023801826.1
LOC111838624	XM_023801827.1
LOC111838624	XM_023801828.1
LOC111838625	XM_023801829.1
LOC111838626	XM_023801830.1
lrrc3	XM_023801831.1
LOC111838628	XM_023801832.1
LOC111838617	XM_023801833.1
frzb	XM_023801834.1
znf804a	XM_023801835.1
evx2	XM_023801836.1
LOC111838617	XM_023801837.1
zc3h15	XM_023801838.1
atf2	XM_023801839.1
atf2	XM_023801840.1
atf2	XM_023801841.1
atp5mc3	XM_023801842.1
atp5mc3	XM_023801843.1
atp5mc3	XM_023801844.1
atp5mc3	XM_023801845.1
atp5mc3	XM_023801846.1
atp5mc3	XM_023801847.1
chn1	XM_023801848.1
LOC111838638	XM_023801849.1
LOC111838636	XM_023801850.1
LOC111838638	XM_023801851.1
LOC111838639	XM_023801852.1
igfbp2	XM_023801853.1
igfbp2	XM_023801854.1
pde1a	XM_023801855.1
pde1a	XM_023801856.1
LOC111838648	XM_023801857.1
LOC111838645	XM_023801858.1
LOC111838649	XM_023801859.1
cop1	XM_023801860.1
cop1	XM_023801861.1
cop1	XM_023801862.1
cop1	XM_023801863.1
LOC111838652	XM_023801864.1
LOC111838652	XM_023801865.1
LOC111838654	XM_023801866.1
preb	XM_023801867.1
preb	XM_023801868.1
preb	XM_023801869.1
secisbp2	XM_023801870.1
preb	XM_023801871.1
LOC111838657	XM_023801872.1
LOC111838657	XM_023801873.1
LOC111838657	XM_023801874.1
LOC111838658	XM_023801875.1
mag	XM_023801876.1
mag	XM_023801877.1
secisbp2	XM_023801878.1
mag	XM_023801879.1
mag	XM_023801880.1
mag	XM_023801881.1
mag	XM_023801882.1
LOC111838660	XM_023801883.1
LOC111838661	XM_023801884.1
LOC111838661	XM_023801885.1
LOC111838662	XM_023801886.1
enox1	XM_023801887.1
secisbp2	XM_023801888.1
LOC111838663	XM_023801889.1
LOC111838663	XM_023801890.1
LOC111838663	XM_023801891.1
sel1l	XM_023801892.1
sel1l	XM_023801893.1
sel1l	XM_023801894.1
sel1l	XM_023801895.1
LOC111838665	XM_023801896.1
LOC111838667	XM_023801897.1
LOC111838668	XM_023801898.1
LOC111838668	XM_023801899.1
LOC111838668	XM_023801900.1
LOC111838673	XM_023801901.1
LOC111838669	XM_023801902.1
LOC111838673	XM_023801903.1
LOC111838673	XM_023801904.1
LOC111838673	XM_023801905.1
LOC111838674	XM_023801906.1
LOC111838675	XM_023801907.1
LOC111838677	XM_023801908.1
LOC111838669	XM_023801909.1
LOC111838679	XM_023801910.1
LOC111838680	XM_023801911.1
LOC111838681	XM_023801912.1
LOC111838681	XM_023801913.1
LOC111838669	XM_023801914.1
pik3c2b	XM_023801915.1
LOC111838685	XM_023801916.1
LOC111838686	XM_023801917.1
LOC111838687	XM_023801918.1
LOC111838687	XM_023801919.1
LOC111838687	XM_023801920.1
LOC111838687	XM_023801921.1
LOC111838669	XM_023801922.1
LOC111838687	XM_023801923.1
LOC111838687	XM_023801924.1
LOC111838691	XM_023801925.1
LOC111838692	XM_023801926.1
elk3	XM_023801927.1
elk3	XM_023801928.1
LOC111838695	XM_023801929.1
sned1	XM_023801930.1
sned1	XM_023801931.1
sned1	XM_023801932.1
sned1	XM_023801933.1
sned1	XM_023801934.1
LOC111838699	XM_023801935.1
LOC111838702	XM_023801936.1
LOC111838702	XM_023801937.1
LOC111838700	XM_023801938.1
LOC111838705	XM_023801939.1
LOC111838705	XM_023801940.1
LOC111838705	XM_023801941.1
LOC111838706	XM_023801942.1
LOC111838707	XM_023801943.1
LOC111838707	XM_023801944.1
LOC111838709	XM_023801945.1
LOC111838710	XM_023801946.1
LOC111838711	XM_023801947.1
LOC111838708	XM_023801948.1
LOC111838711	XM_023801949.1
LOC111838713	XM_023801950.1
LOC111838713	XM_023801951.1
enox1	XM_023801952.1
LOC111838713	XM_023801953.1
LOC111838713	XM_023801954.1
LOC111838713	XM_023801955.1
LOC111838713	XM_023801956.1
LOC111838713	XM_023801957.1
LOC111838713	XM_023801958.1
LOC111838713	XM_023801959.1
LOC111838715	XM_023801960.1
LOC111838715	XM_023801961.1
LOC111838714	XM_023801962.1
rfx4	XM_023801963.1
rfx4	XM_023801964.1
itih2	XM_023801965.1
LOC111838718	XM_023801966.1
LOC111838718	XM_023801967.1
kin	XM_023801968.1
kin	XM_023801969.1
LOC111838714	XM_023801970.1
kin	XM_023801971.1
atp5f1c	XM_023801972.1
atp5f1c	XM_023801973.1
LOC111838721	XM_023801974.1
LOC111838722	XM_023801975.1
ppfibp1	XM_023801976.1
ppfibp1	XM_023801977.1
LOC111838714	XM_023801978.1
ppfibp1	XM_023801979.1
ppfibp1	XM_023801980.1
ppfibp1	XM_023801981.1
ppfibp1	XM_023801982.1
ppfibp1	XM_023801983.1
ppfibp1	XM_023801984.1
LOC111838725	XM_023801985.1
LOC111838726	XM_023801986.1
LOC111838729	XM_023801987.1
LOC111838730	XM_023801988.1
LOC111838730	XM_023801989.1
malt1	XM_023801990.1
ric8b	XM_023801991.1
LOC111838732	XM_023801992.1
LOC111838733	XM_023801993.1
malt1	XM_023801994.1
LOC111838735	XM_023801995.1
LOC111838735	XM_023801996.1
LOC111838735	XM_023801997.1
LOC111838735	XM_023801998.1
LOC111838736	XM_023801999.1
LOC111838736	XM_023802000.1
malt1	XM_023802001.1
LOC111838736	XM_023802002.1
LOC111838736	XM_023802003.1
LOC111838737	XM_023802004.1
LOC111838738	XM_023802005.1
LOC111838740	XM_023802006.1
LOC111838740	XM_023802007.1
LOC111838740	XM_023802008.1
LOC111838740	XM_023802009.1
LOC111838740	XM_023802010.1
LOC111838740	XM_023802011.1
LOC111838740	XM_023802012.1
LOC111838740	XM_023802013.1
adgra2	XM_023802014.1
LOC111838740	XM_023802015.1
LOC111838740	XM_023802016.1
LOC111838740	XM_023802017.1
LOC111838740	XM_023802018.1
LOC111838740	XM_023802019.1
LOC111838740	XM_023802020.1
LOC111838742	XM_023802021.1
LOC111838742	XM_023802022.1
LOC111838743	XM_023802023.1
adgra2	XM_023802024.1
LOC111838745	XM_023802025.1
LOC111838745	XM_023802026.1
LOC111838745	XM_023802027.1
LOC111838745	XM_023802028.1
LOC111838749	XM_023802029.1
enox1	XM_023802030.1
LOC111838749	XM_023802031.1
LOC111838751	XM_023802032.1
LOC111838751	XM_023802033.1
LOC111838750	XM_023802034.1
LOC111838752	XM_023802035.1
LOC111838752	XM_023802036.1
klhdc8a	XM_023802037.1
ptgdr2	XM_023802038.1
alpk1	XM_023802039.1
alpk1	XM_023802040.1
alpk1	XM_023802041.1
alpk1	XM_023802042.1
alpk1	XM_023802043.1
LOC111838756	XM_023802044.1
alpk1	XM_023802045.1
alpk1	XM_023802046.1
alpk1	XM_023802047.1
alpk1	XM_023802048.1
alpk1	XM_023802049.1
alpk1	XM_023802050.1
alpk1	XM_023802051.1
LOC111838758	XM_023802052.1
tifa	XM_023802053.1
LOC111838756	XM_023802054.1
LOC111838760	XM_023802055.1
LOC111838760	XM_023802056.1
adprhl2	XM_023802057.1
adprhl2	XM_023802058.1
tmem35b	XM_023802059.1
tmem35b	XM_023802060.1
pabpc4	XM_023802061.1
LOC111838767	XM_023802062.1
zbtb8a	XM_023802063.1
zbtb8a	XM_023802064.1
LOC111838771	XM_023802065.1
LOC111838771	XM_023802066.1
gale	XM_023802067.1
gale	XM_023802068.1
LOC111838773	XM_023802069.1
LOC111838773	XM_023802070.1
LOC111838767	XM_023802071.1
LOC111838773	XM_023802072.1
LOC111838774	XM_023802073.1
LOC111838774	XM_023802074.1
LOC111838774	XM_023802075.1
LOC111838774	XM_023802076.1
LOC111838774	XM_023802077.1
LOC111838774	XM_023802078.1
LOC111838774	XM_023802079.1
LOC111838774	XM_023802080.1
LOC111838777	XM_023802081.1
LOC111838778	XM_023802082.1
LOC111838778	XM_023802083.1
LOC111838775	XM_023802084.1
LOC111838779	XM_023802085.1
LOC111838780	XM_023802086.1
LOC111838780	XM_023802087.1
LOC111838781	XM_023802088.1
LOC111838781	XM_023802089.1
cldn18	XM_023802090.1
LOC111838775	XM_023802091.1
LOC111838785	XM_023802092.1
LOC111838785	XM_023802093.1
LOC111838785	XM_023802094.1
LOC111838785	XM_023802095.1
kat8	XM_023802096.1
kat8	XM_023802097.1
LOC111838787	XM_023802098.1
LOC111838787	XM_023802099.1
LOC111838775	XM_023802100.1
LOC111838788	XM_023802101.1
LOC111838789	XM_023802102.1
nt5c3a	XM_023802103.1
LOC111838791	XM_023802104.1
phldb3	XM_023802105.1
phldb3	XM_023802106.1
phldb3	XM_023802107.1
phldb3	XM_023802108.1
enox1	XM_023802109.1
LOC111838775	XM_023802110.1
LOC111838794	XM_023802111.1
LOC111838794	XM_023802112.1
LOC111838794	XM_023802113.1
LOC111838794	XM_023802114.1
LOC111838794	XM_023802115.1
LOC111838794	XM_023802116.1
LOC111838794	XM_023802117.1
LOC111838794	XM_023802118.1
LOC111838775	XM_023802119.1
LOC111838794	XM_023802120.1
LOC111838794	XM_023802121.1
LOC111838794	XM_023802122.1
LOC111838794	XM_023802123.1
LOC111838794	XM_023802124.1
LOC111838794	XM_023802125.1
LOC111838796	XM_023802126.1
mlc1	XM_023802127.1
LOC111838775	XM_023802128.1
mlc1	XM_023802129.1
LOC111838798	XM_023802130.1
LOC111838800	XM_023802131.1
mfsd4a	XM_023802132.1
mfsd4a	XM_023802133.1
LOC111838804	XM_023802134.1
LOC111838804	XM_023802135.1
LOC111838802	XM_023802136.1
knl1	XM_023802137.1
knl1	XM_023802138.1
LOC111838807	XM_023802139.1
LOC111838807	XM_023802140.1
LOC111838807	XM_023802141.1
LOC111838807	XM_023802142.1
ppp4r4	XM_023802143.1
ppp4r4	XM_023802144.1
ppp4r4	XM_023802145.1
ppp4r4	XM_023802146.1
ppp4r4	XM_023802147.1
ppp4r4	XM_023802148.1
ppp4r4	XM_023802149.1
LOC111838809	XM_023802150.1
ppp4r4	XM_023802151.1
LOC111838810	XM_023802152.1
LOC111838811	XM_023802153.1
atxn3	XM_023802154.1
LOC111838813	XM_023802155.1
mthfd1	XM_023802156.1
mthfd1	XM_023802157.1
mthfd1	XM_023802158.1
mthfd1	XM_023802159.1
aspg	XM_023802160.1
aspg	XM_023802161.1
aspg	XM_023802162.1
LOC111838815	XM_023802163.1
aspg	XM_023802164.1
aspg	XM_023802165.1
LOC111838817	XM_023802166.1
LOC111838817	XM_023802167.1
LOC111838817	XM_023802168.1
prima1	XM_023802169.1
LOC111838819	XM_023802170.1
LOC111838819	XM_023802171.1
LOC111838819	XM_023802172.1
gpr176	XM_023802173.1
gpr176	XM_023802174.1
chrm5	XM_023802175.1
LOC111838820	XM_023802176.1
acp7	XM_023802177.1
acp7	XM_023802178.1
acp7	XM_023802179.1
acp7	XM_023802180.1
katnbl1	XM_023802181.1
katnbl1	XM_023802182.1
katnbl1	XM_023802183.1
LOC111838825	XM_023802184.1
LOC111838825	XM_023802185.1
emc7	XM_023802186.1
vrtn	XM_023802187.1
chac1	XM_023802188.1
LOC111838826	XM_023802189.1
LOC111838830	XM_023802190.1
exd1	XM_023802191.1
LOC111838832	XM_023802192.1
LOC111838832	XM_023802193.1
LOC111838832	XM_023802194.1
LOC111838832	XM_023802195.1
