GO_IDs	GO_terms
GO:0022029	telencephalon cell migration
GO:0022400	regulation of rhodopsin mediated signaling pathway
GO:0022407	regulation of cell-cell adhesion
GO:0022410	circadian sleep/wake cycle process
GO:0022417	protein maturation by protein folding
GO:0022604	regulation of cell morphogenesis
GO:0022616	DNA strand elongation
GO:0022618	ribonucleoprotein complex assembly
GO:0022900	electron transport chain
GO:0022904	respiratory electron transport chain
GO:0023014	signal transduction by protein phosphorylation
GO:0023051	regulation of signaling
GO:0023052	signaling
GO:0030001	metal ion transport
GO:0030007	cellular potassium ion homeostasis
GO:0030010	establishment of cell polarity
GO:0030011	maintenance of cell polarity
GO:0030030	cell projection organization
GO:0030031	cell projection assembly
GO:0030032	lamellipodium assembly
GO:0030033	microvillus assembly
GO:0030036	actin cytoskeleton organization
GO:0030041	actin filament polymerization
GO:0030042	actin filament depolymerization
GO:0030048	actin filament-based movement
GO:0030070	insulin processing
GO:0030071	regulation of mitotic metaphase/anaphase transition
GO:0030073	insulin secretion
GO:0030091	protein repair
GO:0030097	hemopoiesis
GO:0030098	lymphocyte differentiation
GO:0030099	myeloid cell differentiation
GO:0030100	regulation of endocytosis
GO:0030104	water homeostasis
GO:0030111	regulation of Wnt signaling pathway
GO:0030148	sphingolipid biosynthetic process
GO:0030149	sphingolipid catabolic process
GO:0030150	protein import into mitochondrial matrix
GO:0030154	cell differentiation
GO:0030155	regulation of cell adhesion
GO:0030162	regulation of proteolysis
GO:0030163	protein catabolic process
GO:0030166	proteoglycan biosynthetic process
GO:0030168	platelet activation
GO:0030174	regulation of DNA-dependent DNA replication initiation
GO:0030177	positive regulation of Wnt signaling pathway
GO:0030178	negative regulation of Wnt signaling pathway
GO:0030182	neuron differentiation
GO:0030183	B cell differentiation
GO:0030186	melatonin metabolic process
GO:0030193	regulation of blood coagulation
GO:0030194	positive regulation of blood coagulation
GO:0030195	negative regulation of blood coagulation
GO:0030198	extracellular matrix organization
GO:0030199	collagen fibril organization
GO:0030200	heparan sulfate proteoglycan catabolic process
GO:0030201	heparan sulfate proteoglycan metabolic process
GO:0030203	glycosaminoglycan metabolic process
GO:0030206	chondroitin sulfate biosynthetic process
GO:0030210	heparin biosynthetic process
GO:0030212	hyaluronan metabolic process
GO:0030213	hyaluronan biosynthetic process
GO:0030214	hyaluronan catabolic process
GO:0030216	keratinocyte differentiation
GO:0030217	T cell differentiation
GO:0030218	erythrocyte differentiation
GO:0030220	platelet formation
GO:0030223	neutrophil differentiation
GO:0030224	monocyte differentiation
GO:0030225	macrophage differentiation
GO:0030237	female sex determination
GO:0030238	male sex determination
GO:0030239	myofibril assembly
GO:0030240	skeletal muscle thin filament assembly
GO:0030241	skeletal muscle myosin thick filament assembly
GO:0030242	autophagy of peroxisome
GO:0030252	growth hormone secretion
GO:0030259	lipid glycosylation
GO:0030261	chromosome condensation
GO:0030278	regulation of ossification
GO:0030279	negative regulation of ossification
GO:0030282	bone mineralization
GO:0030299	intestinal cholesterol absorption
GO:0030301	cholesterol transport
GO:0030307	positive regulation of cell growth
GO:0030308	negative regulation of cell growth
GO:0030311	poly-N-acetyllactosamine biosynthetic process
GO:0030316	osteoclast differentiation
GO:0030317	flagellated sperm motility
GO:0030318	melanocyte differentiation
GO:0030322	stabilization of membrane potential
GO:0030324	lung development
GO:0030325	adrenal gland development
GO:0030326	embryonic limb morphogenesis
GO:0030327	prenylated protein catabolic process
GO:0030328	prenylcysteine catabolic process
GO:0030330	DNA damage response, signal transduction by p53 class mediator
GO:0030334	regulation of cell migration
GO:0030335	positive regulation of cell migration
GO:0030336	negative regulation of cell migration
GO:0030388	fructose 1,6-bisphosphate metabolic process
GO:0030422	production of siRNA involved in RNA interference
GO:0030423	targeting of mRNA for destruction involved in RNA interference
GO:0030431	sleep
GO:0030432	peristalsis
GO:0030433	ubiquitin-dependent ERAD pathway
GO:0030473	nuclear migration along microtubule
GO:0030474	spindle pole body duplication
GO:0030488	tRNA methylation
GO:0030490	maturation of SSU-rRNA
GO:0030491	heteroduplex formation
GO:0030497	fatty acid elongation
GO:0030500	regulation of bone mineralization
GO:0030501	positive regulation of bone mineralization
GO:0030505	inorganic diphosphate transport
GO:0030509	BMP signaling pathway
GO:0030510	regulation of BMP signaling pathway
GO:0030511	positive regulation of transforming growth factor beta receptor signaling pathway
GO:0030512	negative regulation of transforming growth factor beta receptor signaling pathway
GO:0030513	positive regulation of BMP signaling pathway
GO:0030514	negative regulation of BMP signaling pathway
GO:0030516	regulation of axon extension
GO:0030517	negative regulation of axon extension
GO:0030518	intracellular steroid hormone receptor signaling pathway
GO:0030520	intracellular estrogen receptor signaling pathway
GO:0030539	male genitalia development
GO:0030574	collagen catabolic process
GO:0030576	Cajal body organization
GO:0030579	ubiquitin-dependent SMAD protein catabolic process
GO:0030593	neutrophil chemotaxis
GO:0030595	leukocyte chemotaxis
GO:0030643	cellular phosphate ion homeostasis
GO:0030702	chromatin silencing at centromere
GO:0030704	vitelline membrane formation
GO:0030705	cytoskeleton-dependent intracellular transport
GO:0030718	germ-line stem cell population maintenance
GO:0030719	P granule organization
GO:0030728	ovulation
GO:0030730	sequestering of triglyceride
GO:0030833	regulation of actin filament polymerization
GO:0030835	negative regulation of actin filament depolymerization
GO:0030837	negative regulation of actin filament polymerization
GO:0030838	positive regulation of actin filament polymerization
GO:0030844	positive regulation of intermediate filament depolymerization
GO:0030850	prostate gland development
GO:0030851	granulocyte differentiation
GO:0030855	epithelial cell differentiation
GO:0030859	polarized epithelial cell differentiation
GO:0030860	regulation of polarized epithelial cell differentiation
GO:0030865	cortical cytoskeleton organization
GO:0030866	cortical actin cytoskeleton organization
GO:0030878	thyroid gland development
GO:0030900	forebrain development
GO:0030901	midbrain development
GO:0030902	hindbrain development
GO:0030903	notochord development
GO:0030910	olfactory placode formation
GO:0030913	paranodal junction assembly
GO:0030916	otic vesicle formation
GO:0030917	midbrain-hindbrain boundary development
GO:0030947	regulation of vascular endothelial growth factor receptor signaling pathway
GO:0030948	negative regulation of vascular endothelial growth factor receptor signaling pathway
GO:0030950	establishment or maintenance of actin cytoskeleton polarity
GO:0030951	establishment or maintenance of microtubule cytoskeleton polarity
GO:0030953	astral microtubule organization
GO:0030961	peptidyl-arginine hydroxylation
GO:0030968	endoplasmic reticulum unfolded protein response
GO:0030970	retrograde protein transport, ER to cytosol
GO:0030974	thiamine pyrophosphate transmembrane transport
GO:0031016	pancreas development
GO:0031017	exocrine pancreas development
GO:0031018	endocrine pancreas development
GO:0031023	microtubule organizing center organization
GO:0031032	actomyosin structure organization
GO:0031047	gene silencing by RNA
GO:0031048	chromatin silencing by small RNA
GO:0031053	primary miRNA processing
GO:0031054	pre-miRNA processing
GO:0031058	positive regulation of histone modification
GO:0031060	regulation of histone methylation
GO:0031061	negative regulation of histone methylation
GO:0031063	regulation of histone deacetylation
GO:0031065	positive regulation of histone deacetylation
GO:0031076	embryonic camera-type eye development
GO:0031081	nuclear pore distribution
GO:0031087	deadenylation-independent decapping of nuclear-transcribed mRNA
GO:0031098	stress-activated protein kinase signaling cascade
GO:0031099	regeneration
GO:0031100	animal organ regeneration
GO:0031101	fin regeneration
GO:0031102	neuron projection regeneration
GO:0031103	axon regeneration
GO:0031106	septin ring organization
GO:0031110	regulation of microtubule polymerization or depolymerization
GO:0031113	regulation of microtubule polymerization
GO:0031114	regulation of microtubule depolymerization
GO:0031115	negative regulation of microtubule polymerization
GO:0031116	positive regulation of microtubule polymerization
GO:0031117	positive regulation of microtubule depolymerization
GO:0031118	rRNA pseudouridine synthesis
GO:0031119	tRNA pseudouridine synthesis
GO:0031120	snRNA pseudouridine synthesis
GO:0031122	cytoplasmic microtubule organization
GO:0031123	RNA 3'-end processing
GO:0031124	mRNA 3'-end processing
GO:0031126	snoRNA 3'-end processing
GO:0031145	anaphase-promoting complex-dependent catabolic process
GO:0031146	SCF-dependent proteasomal ubiquitin-dependent protein catabolic process
GO:0031167	rRNA methylation
GO:0031174	lifelong otolith mineralization
GO:0031175	neuron projection development
GO:0031179	peptide modification
GO:0031204	posttranslational protein targeting to membrane, translocation
GO:0031214	biomineral tissue development
GO:0031223	auditory behavior
GO:0031274	positive regulation of pseudopodium assembly
GO:0031284	positive regulation of guanylate cyclase activity
GO:0031290	retinal ganglion cell axon guidance
GO:0031293	membrane protein intracellular domain proteolysis
GO:0031295	T cell costimulation
GO:0031297	replication fork processing
GO:0031333	negative regulation of protein complex assembly
GO:0031334	positive regulation of protein complex assembly
GO:0031338	regulation of vesicle fusion
GO:0031340	positive regulation of vesicle fusion
GO:0031344	regulation of cell projection organization
GO:0031365	N-terminal protein amino acid modification
GO:0031394	positive regulation of prostaglandin biosynthetic process
GO:0031396	regulation of protein ubiquitination
GO:0031397	negative regulation of protein ubiquitination
GO:0031398	positive regulation of protein ubiquitination
GO:0031413	regulation of buoyancy
GO:0031439	positive regulation of mRNA cleavage
GO:0031444	slow-twitch skeletal muscle fiber contraction
GO:0031448	positive regulation of fast-twitch skeletal muscle fiber contraction
GO:0031468	nuclear envelope reassembly
GO:0031497	chromatin assembly
GO:0031529	ruffle organization
GO:0031532	actin cytoskeleton reorganization
GO:0031536	positive regulation of exit from mitosis
GO:0031550	positive regulation of brain-derived neurotrophic factor receptor signaling pathway
GO:0031571	mitotic G1 DNA damage checkpoint
GO:0031573	intra-S DNA damage checkpoint
GO:0031577	spindle checkpoint
GO:0031580	membrane raft distribution
GO:0031581	hemidesmosome assembly
GO:0031584	activation of phospholipase D activity
GO:0031591	wybutosine biosynthetic process
GO:0031619	homologous chromosome orientation involved in meiotic metaphase I plate congression
GO:0031623	receptor internalization
GO:0031627	telomeric loop formation
GO:0031629	synaptic vesicle fusion to presynaptic active zone membrane
GO:0031639	plasminogen activation
GO:0031640	killing of cells of other organism
GO:0031641	regulation of myelination
GO:0031642	negative regulation of myelination
GO:0031643	positive regulation of myelination
GO:0031647	regulation of protein stability
GO:0031648	protein destabilization
GO:0031652	positive regulation of heat generation
GO:0031667	response to nutrient levels
GO:0031848	protection from non-homologous end joining at telomere
GO:0031860	telomeric 3' overhang formation
GO:0031929	TOR signaling
GO:0031935	regulation of chromatin silencing
GO:0031936	negative regulation of chromatin silencing
GO:0031938	regulation of chromatin silencing at telomere
GO:0031952	regulation of protein autophosphorylation
GO:0031953	negative regulation of protein autophosphorylation
GO:0031954	positive regulation of protein autophosphorylation
GO:0031990	mRNA export from nucleus in response to heat stress
GO:0031998	regulation of fatty acid beta-oxidation
GO:0032006	regulation of TOR signaling
GO:0032007	negative regulation of TOR signaling
GO:0032008	positive regulation of TOR signaling
GO:0032012	regulation of ARF protein signal transduction
